Generation,Reward,Best Fitness,Mean Fitness,Std Fitness,Execution Time
0,0.7609306328623602,0.7609306328623602,-0.05439257698308779,0.40233413341905866,7348.425675868988
1,0.9960580486299062,0.9960580486299062,0.3053105090554104,0.41887495376627204,7348.425675868988
2,1.3446565384219462,1.3446565384219462,0.3321161547895623,0.6435245623279418,7348.425675868988
3,1.3446565384219462,1.3446565384219462,0.5116293067112044,0.5702858234854034,7348.425675868988
4,1.3446565384219462,1.3446565384219462,0.34276766193735475,0.7936606707663152,7348.425675868988
5,1.3465164577928508,1.3465164577928508,0.4993324907981133,0.6890385869163937,7348.425675868988
6,1.3465164577928508,1.3465164577928508,0.49840133579958507,0.8644329260203452,7348.425675868988
7,1.6600178031717747,1.6600178031717747,0.6132097710344733,0.6555780283823074,7348.425675868988
8,1.6600178031717747,1.6600178031717747,0.8893204749098883,0.5320265138868014,7348.425675868988
9,2.3527587863687036,2.3527587863687036,0.9259598412621071,0.7354747887420384,7348.425675868988
10,2.3527587863687036,2.3527587863687036,1.1522328630220893,0.5874197681802832,7348.425675868988
11,2.9381615749017365,2.9381615749017365,1.0868776792155652,0.9182107035953366,7348.425675868988
12,2.9381615749017365,2.9381615749017365,1.135511753561146,0.8600477101967907,7348.425675868988
13,2.9381615749017365,2.9381615749017365,1.4259125107464858,0.9478548698050353,7348.425675868988
14,2.9381615749017365,2.9381615749017365,1.7963574301397902,0.94612389399641,7348.425675868988
15,2.9381615749017365,2.9381615749017365,1.7464448532572885,1.0377673394709166,7348.425675868988
16,3.105923079617776,3.105923079617776,1.8590791065423762,1.0212105383357246,7348.425675868988
17,3.105923079617776,3.105923079617776,2.3504754511191934,0.7332434517463431,7348.425675868988
18,3.1965618542688397,3.1965618542688397,1.6191509464352307,1.2955663419134422,7348.425675868988
19,3.1965618542688397,3.1965618542688397,1.646915000724681,1.101744825936509,7348.425675868988
20,3.312114515851674,3.312114515851674,2.1724009771748496,1.0162306737535933,7348.425675868988
21,3.312114515851674,3.312114515851674,1.9887736633232076,0.8832622608604517,7348.425675868988
22,3.312114515851674,3.312114515851674,1.6604415029984243,1.1943225242466144,7348.425675868988
23,3.312114515851674,3.312114515851674,1.3133253628761172,1.2952675293695037,7348.425675868988
24,3.312114515851674,3.312114515851674,1.708158633574082,1.362296919986592,7348.425675868988
25,3.3398065686478735,3.3398065686478735,2.0452240194737876,1.177233641134129,7348.425675868988
26,3.3398065686478735,3.3398065686478735,2.0119609826094,1.2040579009733863,7348.425675868988
27,3.8603001136847537,3.8603001136847537,2.6446638687238435,0.8116357064884792,7348.425675868988
28,3.8603001136847537,3.8603001136847537,2.5689023638479247,0.8666826037476981,7348.425675868988
29,3.8603001136847537,3.8603001136847537,2.588710527518366,1.0751006139103718,7348.425675868988
30,3.8603001136847537,3.8603001136847537,2.4863623689386367,1.3435426205120538,7348.425675868988
31,3.8603001136847537,3.8603001136847537,2.6047407238232516,1.3415841078247663,7348.425675868988
32,3.8603001136847537,3.8603001136847537,2.3528151284870757,1.4443560039794605,7348.425675868988
33,3.8603001136847537,3.8603001136847537,2.474433601654695,1.0148018309136353,7348.425675868988
34,4.3341987172971175,4.3341987172971175,2.7704568389762305,1.2992368823977758,7348.425675868988
35,4.3341987172971175,4.3341987172971175,2.613164636462938,1.2899315120420953,7348.425675868988
36,4.416677788745487,4.416677788745487,3.019919483395544,1.1840738174590109,7348.425675868988
37,4.416677788745487,4.416677788745487,2.8800650973090898,1.3288033215162287,7348.425675868988
38,4.416677788745487,4.416677788745487,2.934568949605759,1.134418823582044,7348.425675868988
39,4.416677788745487,4.416677788745487,2.335225206787228,1.8656008541573383,7348.425675868988
40,4.416677788745487,4.416677788745487,2.644727899952987,1.5726018379876354,7348.425675868988
41,4.416677788745487,4.416677788745487,2.4148778973938043,1.4743225360571388,7348.425675868988
42,4.62091491296817,4.62091491296817,2.1296635330225016,1.924056460272253,7348.425675868988
43,4.62091491296817,4.62091491296817,2.6012367603960795,1.440743686177734,7348.425675868988
44,4.62091491296817,4.62091491296817,2.615690831716198,1.7522091526693182,7348.425675868988
45,4.62091491296817,4.62091491296817,3.235868632924254,1.2341125679665317,7348.425675868988
46,4.62091491296817,4.62091491296817,2.725698886539923,1.5113292909754252,7348.425675868988
47,4.62091491296817,4.62091491296817,3.0763817876316906,1.313443693208144,7348.425675868988
48,4.62091491296817,4.62091491296817,2.3153711328544433,1.4844563255457002,7348.425675868988
49,4.62091491296817,4.62091491296817,2.413405882006138,1.389009592301832,7348.425675868988
50,4.628208402970906,4.628208402970906,2.4564612887612105,1.5698412922567826,7348.425675868988
51,4.628208402970906,4.628208402970906,2.4381291986155116,1.7730026214330923,7348.425675868988
52,4.628208402970906,4.628208402970906,3.1336384053369093,1.382214514866255,7348.425675868988
53,4.628208402970906,4.628208402970906,2.9366644691393153,1.4406867144616404,7348.425675868988
54,4.628208402970906,4.628208402970906,3.268511386096243,1.4100584008223547,7348.425675868988
55,4.628208402970906,4.628208402970906,3.2470765838710194,1.6955472718493916,7348.425675868988
56,4.628208402970906,4.628208402970906,3.1654017551496656,1.7942704804988348,7348.425675868988
57,4.628208402970906,4.628208402970906,3.192492826781259,1.3653558670609711,7348.425675868988
58,4.628208402970906,4.628208402970906,2.483067786378993,1.539068642014776,7348.425675868988
59,4.628208402970906,4.628208402970906,2.282449136354956,1.9550972308863115,7348.425675868988
60,4.628208402970906,4.628208402970906,3.231786397502519,1.230406804164772,7348.425675868988
61,4.628208402970906,4.628208402970906,2.1549168655919164,1.7959729303959857,7348.425675868988
62,4.628208402970906,4.628208402970906,2.7438992208466915,1.579649392860064,7348.425675868988
63,4.628208402970906,4.628208402970906,2.996094691999261,1.3159057964543137,7348.425675868988
64,4.628208402970906,4.628208402970906,2.943816769601143,1.5955460808936865,7348.425675868988
65,4.628208402970906,4.628208402970906,2.673395621326436,1.8274848106938726,7348.425675868988
66,4.628208402970906,4.628208402970906,2.464336991053898,1.5430344598459869,7348.425675868988
67,4.628208402970906,4.628208402970906,2.3336494410440425,1.5753600745965286,7348.425675868988
68,4.628208402970906,4.628208402970906,2.5779909375869194,1.5827824512237032,7348.425675868988
69,4.628208402970906,4.628208402970906,2.8305848300660683,1.4263250309576292,7348.425675868988
70,4.628208402970906,4.628208402970906,3.133868206753241,1.5332155758964892,7348.425675868988
71,4.628208402970906,4.628208402970906,3.02226293037106,1.2878442876668417,7348.425675868988
72,4.628208402970906,4.628208402970906,2.7497966257020656,1.4766221675260423,7348.425675868988
73,4.628208402970906,4.628208402970906,3.0104460612305126,1.542259809769445,7348.425675868988
74,4.628208402970906,4.628208402970906,3.1934944841995025,1.470501194206124,7348.425675868988
75,4.628208402970906,4.628208402970906,2.996595999674386,1.4079583035624168,7348.425675868988
76,4.628208402970906,4.628208402970906,2.867478657380963,1.8548857066077824,7348.425675868988
77,4.628208402970906,4.628208402970906,3.1147853440409303,1.4708873138304273,7348.425675868988
78,4.628208402970906,4.628208402970906,2.7591337285129436,1.4583925391539123,7348.425675868988
79,4.628208402970906,4.628208402970906,2.8483912595658483,1.3911063465246916,7348.425675868988
80,4.628208402970906,4.628208402970906,3.0855015062941904,1.2112778161119497,7348.425675868988
81,4.628208402970906,4.628208402970906,2.1703031037931537,1.5038094243121976,7348.425675868988
82,4.628208402970906,4.628208402970906,2.494144078189836,1.6074514643920257,7348.425675868988
83,4.628208402970906,4.628208402970906,2.83443083562804,1.306293686178923,7348.425675868988
84,4.883021467406808,4.883021467406808,3.0166229448689323,1.368584735160862,7348.425675868988
85,4.883021467406808,4.883021467406808,3.7027360723970824,1.2095716542375619,7348.425675868988
86,4.883021467406808,4.883021467406808,2.856704602231559,1.7711377197636209,7348.425675868988
87,4.883021467406808,4.883021467406808,3.331213348983362,1.2992257382732337,7348.425675868988
88,4.883021467406808,4.883021467406808,2.6510856999868304,1.8703895489098659,7348.425675868988
89,4.883021467406808,4.883021467406808,2.976494666566558,1.9033499743422957,7348.425675868988
90,4.883021467406808,4.883021467406808,2.7406764470162743,1.5817390435632386,7348.425675868988
91,4.883021467406808,4.883021467406808,2.896146175711398,1.6985004182711532,7348.425675868988
92,4.883021467406808,4.883021467406808,2.542481741471213,1.9270478845947017,7348.425675868988
93,4.883021467406808,4.883021467406808,2.792082062554051,1.942118340355794,7348.425675868988
94,4.883021467406808,4.883021467406808,3.1434873059227697,1.8041210574430697,7348.425675868988
95,4.883021467406808,4.883021467406808,2.7276605749552845,1.450554115140679,7348.425675868988
96,4.883021467406808,4.883021467406808,2.5478629441514813,1.9915431580327503,7348.425675868988
97,4.883021467406808,4.883021467406808,3.1845174915518273,1.5723556114519346,7348.425675868988
98,4.883021467406808,4.883021467406808,3.0953191265032345,1.5796660819859358,7348.425675868988
99,4.883021467406808,4.883021467406808,3.0951831199224022,1.8194311890401869,7348.425675868988
100,4.913276019952271,4.913276019952271,2.9431822511447354,1.8355902355950344,7348.425675868988
101,4.913276019952271,4.913276019952271,2.903937090147781,1.8682931968472947,7348.425675868988
102,4.913276019952271,4.913276019952271,3.07272655576275,1.7867430892985883,7348.425675868988
103,4.913276019952271,4.913276019952271,2.5089313768366996,1.796739439502633,7348.425675868988
104,4.913276019952271,4.913276019952271,2.993161674217598,1.6991071856482165,7348.425675868988
105,4.913276019952271,4.913276019952271,3.208010744249651,1.5808795745308413,7348.425675868988
106,4.913276019952271,4.913276019952271,2.967543378755348,2.000624114301757,7348.425675868988
107,4.913276019952271,4.913276019952271,2.922710200111686,1.8581431211379,7348.425675868988
108,4.913276019952271,4.913276019952271,3.6382531854099427,1.6128934981015095,7348.425675868988
109,4.913276019952271,4.913276019952271,3.2631883957430063,1.583835639240806,7348.425675868988
110,4.913276019952271,4.913276019952271,3.144601920156998,1.8227067820832317,7348.425675868988
111,4.913276019952271,4.913276019952271,2.7472339488281845,1.8044658568443146,7348.425675868988
112,4.913276019952271,4.913276019952271,2.949540463850647,1.8572223300898625,7348.425675868988
113,4.913276019952271,4.913276019952271,2.78468135868898,1.7102343485353755,7348.425675868988
114,4.913276019952271,4.913276019952271,3.220601546193609,1.8743112347942756,7348.425675868988
