Generation,Mean Best Fitness,Mean Fitness,Std Fitness,Mean Execution Time
0,0.03961817432154491,0.0009904543580386226,0.006185385483456169,4418.954607915878
1,0.02728819635984934,0.0016476456188208397,0.0064375424537510256,4418.954607915878
2,0.023464728412328873,-0.00037949922629653446,0.011901487839963889,4418.954607915878
3,0.30501881798919867,0.01364318973825479,0.05036855527758279,4418.954607915878
4,0.30912887881316886,0.018799579571021595,0.05222557754601452,4418.954607915878
5,0.33049960300712244,0.029175014440495216,0.058355504676833994,4418.954607915878
6,0.3051773794635728,0.0030385905377923127,0.1634165976602841,4418.954607915878
7,0.26122051177981764,0.013812298319500357,0.12262296648984197,4418.954607915878
8,0.4228133714728459,0.02334461258780778,0.1585730619937605,4418.954607915878
9,0.09092091924848987,0.0054108341619902005,0.10771280380298391,4418.954607915878
10,0.18130046337393918,0.027076439895242676,0.04701988533270705,4418.954607915878
11,0.27748169856518734,0.048738397750801375,0.06023008304795746,4418.954607915878
12,0.3906587905384132,0.03743795384755936,0.07265560596450503,4418.954607915878
13,0.33378989207817433,0.04099308792730735,0.068013264383669,4418.954607915878
14,0.32213829059308996,0.004322868886599792,0.2639454428540412,4418.954607915878
15,0.23746141781725633,0.029585842786389215,0.06231119017095479,4418.954607915878
16,0.36299195167899245,0.016213698506693554,0.1824312195011792,4418.954607915878
17,0.3511467707874896,0.025897666358634282,0.0673329438978378,4418.954607915878
18,0.47670083514527206,0.017726987448186463,0.16575125748104855,4418.954607915878
19,0.09222537440366499,0.020193251579240585,0.034596091404799474,4418.954607915878
20,0.1187954190053138,0.01773651204443534,0.13092661430269265,4418.954607915878
21,0.32727491653337787,0.058778223487369094,0.0870683499752601,4418.954607915878
22,0.32037379746612615,0.04786048378936937,0.0756655188750716,4418.954607915878
23,0.39330320587198475,0.05237555365414971,0.09809327723047839,4418.954607915878
24,0.39330320587198475,0.03689299696832506,0.0727832585354731,4418.954607915878
25,0.3911620441594502,0.015413846911968659,0.25627269684662946,4418.954607915878
26,0.30303343534527183,0.0562537004627202,0.07151727596307857,4418.954607915878
27,0.34339661755142775,0.04839071599148375,0.07350527563617736,4418.954607915878
28,0.28694257595165695,0.02565057043926064,0.16306339360217648,4418.954607915878
29,0.2421364263561216,0.04738679354670132,0.05719255567125238,4418.954607915878
30,0.35761323300151887,0.053539766527651356,0.08494084408728644,4418.954607915878
31,0.30736590299970673,0.032729289493018794,0.1568887847336736,4418.954607915878
32,0.29075237886553706,0.04637232226178002,0.0693067649117056,4418.954607915878
33,0.37459235328788953,0.0606270263955461,0.06970887299246727,4418.954607915878
34,0.2489266229429627,0.05463383677969449,0.06965844896582593,4418.954607915878
35,0.24812964158045156,0.04220172971125483,0.06191615218537072,4418.954607915878
36,0.35843635158979537,0.04551945747440765,0.09180812759457328,4418.954607915878
37,0.3559304712941233,0.04988882720242375,0.09128696692005504,4418.954607915878
38,0.38097503835171176,0.02981273485906007,0.16315495285970544,4418.954607915878
39,0.382334999155708,0.027854087733308375,0.16020846809624212,4418.954607915878
40,0.2256232035937887,0.02786167759859114,0.14744918211800107,4418.954607915878
41,0.2916249596852821,0.0493882580467756,0.06672376567961308,4418.954607915878
42,0.2837789108346633,0.05711569702106019,0.07476705729290331,4418.954607915878
43,0.29462533794964535,0.06003963299414409,0.06853941932114836,4418.954607915878
44,0.180990153112694,0.02529651578307431,0.16757394371394976,4418.954607915878
45,0.3457612630750656,0.06015062532845973,0.1091814016563045,4418.954607915878
46,0.20742004337595876,0.0530034960981432,0.06380236815761586,4418.954607915878
47,0.4488244490141188,0.051150133987518574,0.17933487699015624,4418.954607915878
48,0.4660229701195265,0.07129692040004205,0.10366368755399816,4418.954607915878
49,0.44389096460850946,0.06841362938314526,0.09672747426445452,4418.954607915878
50,0.24032402374633613,0.061628790418059645,0.06698102878758457,4418.954607915878
51,0.17584049466415874,0.058695204899401256,0.05579716161790153,4418.954607915878
52,0.453181751287128,0.07362754894358974,0.12627617630028146,4418.954607915878
53,0.3322147703103968,0.05523614390898217,0.0831464175338128,4418.954607915878
54,0.5325524669135698,0.05874282069909557,0.10481775350812386,4418.954607915878
55,0.1766232208502267,0.026511176424497313,0.17276047641513345,4418.954607915878
56,0.47099588448950913,0.055075243262583104,0.09244919952190893,4418.954607915878
57,0.21064649944947672,0.007152512620877338,0.21706396364763042,4418.954607915878
58,0.1800432234610195,0.027897339386361956,0.16884439983134633,4418.954607915878
59,0.26240726756129973,0.043834008771046616,0.0595186082480353,4418.954607915878
60,0.2456946992653748,0.048459180555327885,0.0704187006839838,4418.954607915878
61,0.11834329584277081,0.045625167027672484,0.04567308549891429,4418.954607915878
62,0.24180411792247578,0.04799907393996231,0.06070519025098549,4418.954607915878
63,0.14176502840077432,0.024922707781087575,0.15085223997307495,4418.954607915878
64,0.13730246786926087,0.04913146917908155,0.05008798019781387,4418.954607915878
65,0.20309618772787347,0.043758429836795974,0.05778032164705481,4418.954607915878
66,0.19954353586884088,0.03900224846429094,0.058554707489279025,4418.954607915878
67,0.29609063739514824,0.005878716736493869,0.2047526099033447,4418.954607915878
68,0.29304200410432324,0.03945569960429873,0.08363539233871943,4418.954607915878
69,0.28308840384832346,0.06282090436787538,0.06911124969284847,4418.954607915878
70,0.1777046655260294,0.01527095639293088,0.20411883399540254,4418.954607915878
71,0.19449021268007508,0.05443799592515286,0.05349450718670192,4418.954607915878
72,0.18604429438751927,0.057125919113476684,0.05197942482048403,4418.954607915878
