Best Fitness (Evolution Strategy),Mean Fitness (Evolution Strategy),Std Fitness (Evolution Strategy),Execution Time (Evolution Strategy),Best Fitness (Evolution Strategy Bridge),Mean Fitness (Evolution Strategy Bridge),Std Fitness (Evolution Strategy Bridge),Execution Time (Evolution Strategy Bridge)
4.144052819054843,3.8353758885676825,0.1456060289921263,6854.226724004746,4.454873821105858,3.9917119722246293,0.19772149806499917,7190.04752073288
4.144052819054843,3.889069963508562,0.12471007699187461,6854.226724004746,4.454873821105858,4.046990628168717,0.19982371466397764,7190.04752073288
4.144052819054843,3.9123142361785375,0.11540368650349435,6854.226724004746,4.648639142488631,4.101702319666288,0.22777327326740898,7190.04752073288
4.200918717102074,3.9666593112410653,0.12190798042920706,6854.226724004746,4.648639142488631,4.183888745748472,0.22967551650633372,7190.04752073288
4.200918717102074,4.012272948593222,0.10966271438758243,6854.226724004746,4.648639142488631,4.211708965213029,0.21566294978408074,7190.04752073288
4.26053457040589,4.054268659137034,0.0841942216606177,6854.226724004746,4.648639142488631,4.278731672061328,0.17854641567351748,7190.04752073288
4.2686129069313115,4.075131017206757,0.07651575702704277,6854.226724004746,4.746776444397696,4.340326733107684,0.16961441959755916,7190.04752073288
4.2686129069313115,4.102690008060368,0.07364765394758185,6854.226724004746,4.752928008672682,4.443413987792273,0.16938056107573066,7190.04752073288
4.356774322969114,4.1218628928805545,0.09611183284737443,6854.226724004746,5.061588110387396,4.532343788365415,0.22610962537803747,7190.04752073288
4.356774322969114,4.144016701045017,0.09667420475622081,6854.226724004746,5.061588110387396,4.585146592769677,0.2129196807576646,7190.04752073288
4.361867027878416,4.166370024315753,0.09059178096977882,6854.226724004746,5.097203739004405,4.648854349437385,0.18659607380293045,7190.04752073288
4.3934751031709505,4.191172008743527,0.09001970750092504,6854.226724004746,5.23588158424487,4.711916371689412,0.19601664366592036,7190.04752073288
4.525321805886028,4.227633803334468,0.10547947320544933,6854.226724004746,5.23588158424487,4.737015209183769,0.18582449026943654,7190.04752073288
4.525321805886028,4.252667759015496,0.09422836199267691,6854.226724004746,5.23588158424487,4.776177808858736,0.17871723209238177,7190.04752073288
4.525321805886028,4.267360593761905,0.099211219748306,6854.226724004746,5.23588158424487,4.80372506119871,0.16912089024011373,7190.04752073288
4.525321805886028,4.285396970129175,0.08286832125928525,6854.226724004746,5.387719848027258,4.8583390560860895,0.18713833598556645,7190.04752073288
4.525321805886028,4.300904659430689,0.07347473758266429,6854.226724004746,5.435353769503375,4.909242314806366,0.18325586902977634,7190.04752073288
4.525321805886028,4.312982014369494,0.07761979153135076,6854.226724004746,5.435353769503375,4.958074116094557,0.17775431104938164,7190.04752073288
4.537507850626602,4.330234571119008,0.07388969056900899,6854.226724004746,5.435353769503375,4.988011616979881,0.16836161772704045,7190.04752073288
4.538768540955038,4.340368924460993,0.0814049992122073,6854.226724004746,5.580383571229279,5.046598032049034,0.18361161110871616,7190.04752073288
4.610956369381599,4.354010928897042,0.10140089701850448,6854.226724004746,5.580383571229279,5.092406349918393,0.18532565914623428,7190.04752073288
4.610956369381599,4.378861159641222,0.10394521191799815,6854.226724004746,5.580383571229279,5.137447264930536,0.17468355336054914,7190.04752073288
4.637981501724785,4.421994353254246,0.11288369607426105,6854.226724004746,5.580383571229279,5.187676304646975,0.16938676817391346,7190.04752073288
4.637981501724785,4.442792961911938,0.11008893813855439,6854.226724004746,5.602258734155586,5.237896712213773,0.16502903964151283,7190.04752073288
4.637981501724785,4.473551149164146,0.10461181179473382,6854.226724004746,5.602258734155586,5.2802571136275045,0.16830202544228096,7190.04752073288
4.968918798504925,4.528023323576727,0.16318856056829587,6854.226724004746,5.622607429143488,5.3186839860453725,0.15645473160319534,7190.04752073288
4.998514536350179,4.569959571809726,0.15653023723574522,6854.226724004746,5.681884831466216,5.368218298263154,0.1420274055904584,7190.04752073288
4.998514536350179,4.606110779520269,0.1462575901986928,6854.226724004746,5.750606854844966,5.403940754788823,0.1444422984790809,7190.04752073288
4.998514536350179,4.631406116147815,0.12505662139120177,6854.226724004746,5.750606854844966,5.429625851071316,0.13944966558609226,7190.04752073288
4.998514536350179,4.6503474631431905,0.1166609837546223,6854.226724004746,5.764657142352808,5.46066590485604,0.13308708913301628,7190.04752073288
4.998514536350179,4.660752821518964,0.11702164122590693,6854.226724004746,5.89540796548831,5.48313011602625,0.14833834723963651,7190.04752073288
4.998514536350179,4.668703817426852,0.11918887698107886,6854.226724004746,5.89540796548831,5.5050634019611895,0.14621250522226376,7190.04752073288
4.998514536350179,4.681757706212508,0.12116992191692119,6854.226724004746,5.89540796548831,5.526479656648419,0.1478578563269078,7190.04752073288
4.998514536350179,4.701133016848709,0.12187956569888544,6854.226724004746,5.990308309424013,5.586794982532171,0.17238325022596257,7190.04752073288
4.999821544159924,4.7397546910147295,0.1167398225455579,6854.226724004746,6.001091147146562,5.627490810859706,0.16057767826469652,7190.04752073288
4.999821544159924,4.786049131402949,0.09259911425951156,6854.226724004746,6.001091147146562,5.670706500279899,0.13737149665819365,7190.04752073288
4.999821544159924,4.831293308088872,0.08955502999322455,6854.226724004746,6.084491275422107,5.7082918503493785,0.134553909540679,7190.04752073288
5.037862849780032,4.876677623610017,0.07410381980394906,6854.226724004746,6.084491275422107,5.765162394757018,0.129807731596083,7190.04752073288
5.038454464814986,4.908617518689189,0.07628544808431194,6854.226724004746,6.092532335064645,5.7902427415709,0.1308460233196091,7190.04752073288
5.038454464814986,4.922822087245187,0.07129186818023057,6854.226724004746,6.140297807664046,5.847796807761155,0.11365580978751606,7190.04752073288
5.038454464814986,4.950293635601762,0.06629487146830779,6854.226724004746,6.1798946420970395,5.874595597303406,0.12063459205453778,7190.04752073288
5.084155113623139,4.983145883862209,0.06375711488356606,6854.226724004746,6.296410046033292,5.896434335189758,0.13818685089804567,7190.04752073288
5.084155113623139,5.007457042645705,0.02160288414381454,6854.226724004746,6.296410046033292,5.94014494746331,0.1341563104383925,7190.04752073288
5.084155113623139,5.008151064680228,0.021782514917005037,6854.226724004746,6.296410046033292,5.9666857582704065,0.12915796466648483,7190.04752073288
5.084155113623139,5.012302427325967,0.0226492826377337,6854.226724004746,6.296410046033292,5.994634273366213,0.11893907330153086,7190.04752073288
5.150582621497351,5.025137457617924,0.04129842448405951,6854.226724004746,6.296410046033292,6.0187433556079615,0.10513947788123283,7190.04752073288
5.150582621497351,5.02961928206784,0.040560684003779233,6854.226724004746,6.296410046033292,6.05294118017536,0.08756806502173674,7190.04752073288
5.186230712759341,5.0374494120813145,0.04837225650842183,6854.226724004746,6.296410046033292,6.080265077997561,0.09835588938353532,7190.04752073288
5.186230712759341,5.048991589718851,0.04595595447515231,6854.226724004746,6.296410046033292,6.102584702672194,0.10039694736085443,7190.04752073288
5.186230712759341,5.058493971178255,0.04205785937746081,6854.226724004746,6.296410046033292,6.116951469706119,0.09357158676919046,7190.04752073288
5.186230712759341,5.071223138645483,0.042287532934815006,6854.226724004746,6.296410046033292,6.142278235089256,0.0867891954481285,7190.04752073288
5.186230712759341,5.078791021538914,0.04472267924264308,6854.226724004746,6.309764007434561,6.157016627331997,0.08948330945361115,7190.04752073288
5.253748966367091,5.0945154708812685,0.05580514595247958,6854.226724004746,6.309764007434561,6.170549892546522,0.08923918062360696,7190.04752073288
5.253748966367091,5.124452854977294,0.061249803099916254,6854.226724004746,6.309764007434561,6.189961610845442,0.08076647016334768,7190.04752073288
5.253748966367091,5.134056999479645,0.06505705042283191,6854.226724004746,6.309764007434561,6.207120447823954,0.07333382647380629,7190.04752073288
5.253748966367091,5.145129151246332,0.06214893796620994,6854.226724004746,6.309764007434561,6.230733947799421,0.06413351520079986,7190.04752073288
5.253748966367091,5.162317202621383,0.05502836579044997,6854.226724004746,6.309764007434561,6.251579388080725,0.047717157200950454,7190.04752073288
5.253748966367091,5.195433763126358,0.041910077150243655,6854.226724004746,6.309764007434561,6.257606461051683,0.04158202171700508,7190.04752073288
5.292029877087724,5.21529147149666,0.036058493566859404,6854.226724004746,6.316101583083163,6.264610705053063,0.03952738287578926,7190.04752073288
5.292029877087724,5.222774484869578,0.035298052244617475,6854.226724004746,6.316101583083163,6.276435569827863,0.03176850468860744,7190.04752073288
5.292029877087724,5.232310213701238,0.03697618086038955,6854.226724004746,6.316101583083163,6.28921678450251,0.02391737641556411,7190.04752073288
5.292029877087724,5.249213955527812,0.02765133175624601,6854.226724004746,6.316101583083163,6.2946339408899705,0.01724138817907487,7190.04752073288
5.292029877087724,5.256867567949696,0.018180831432512416,6854.226724004746,6.316101583083163,6.297214966644312,0.013586197870527481,7190.04752073288
