Best Fitness (Genetic Algorithm High Mutation Rate),Mean Fitness (Genetic Algorithm High Mutation Rate),Std Fitness (Genetic Algorithm High Mutation Rate),Execution Time (Genetic Algorithm High Mutation Rate),Best Fitness (Genetic Algorithm High Mutation Rate Bridge),Mean Fitness (Genetic Algorithm High Mutation Rate Bridge),Std Fitness (Genetic Algorithm High Mutation Rate Bridge),Execution Time (Genetic Algorithm High Mutation Rate Bridge)
1.2962824151016823,-0.016287080897350252,0.5515637328840175,7141.344838094711,1.1429606803660568,-0.043718493182483754,0.5539734352583741,7097.103503131866
1.7237013001189045,0.2426883814832701,0.5397116123298431,7141.344838094711,1.3219958054667968,0.15856592807447029,0.5152879186197993,7097.103503131866
1.9693334946123193,0.26025805224205606,0.6354390144574886,7141.344838094711,1.4723312352633022,0.2017427465831,0.648180369760686,7097.103503131866
1.9693334946123193,0.34745890031981885,0.7084175201352615,7141.344838094711,1.646461544973921,0.2918912292620137,0.634037635594806,7097.103503131866
2.0278841765526057,0.297299232391634,0.8321222041884774,7141.344838094711,1.7027255335530591,0.34300576565022783,0.6768316612304925,7097.103503131866
2.0278841765526057,0.36923539754665635,0.8513018735506904,7141.344838094711,1.7619805855893957,0.43336104307732715,0.7579652065542126,7097.103503131866
2.0278841765526057,0.41265647181233744,0.886259196313109,7141.344838094711,1.7878181900414105,0.35593746790495445,0.8283206717427498,7097.103503131866
2.0767693999317762,0.5611654852004632,0.8317240230931319,7141.344838094711,1.7878181900414105,0.5067654695924027,0.7740132912807243,7097.103503131866
2.5690896331864588,0.5954594558670594,0.979691652912966,7141.344838094711,1.7878181900414105,0.4414086110536829,0.8922724915432665,7097.103503131866
2.5690896331864588,0.5971570792747629,1.0108391426036412,7141.344838094711,1.8121973460108787,0.5389779875179064,0.8117918395205734,7097.103503131866
2.6332920477118917,0.6022877725833433,1.105290743305889,7141.344838094711,1.9220373359290748,0.6467008765480038,0.9022388091549459,7097.103503131866
2.6332920477118917,0.6717509798220018,1.0392848396142638,7141.344838094711,1.944424354683583,0.5079129456259377,0.9285404340926467,7097.103503131866
2.7099229321538116,0.686747712269829,1.132059994438956,7141.344838094711,2.2018945754739283,0.5312834910462993,0.9024741438127215,7097.103503131866
2.7099229321538116,0.7354474949285346,1.1451039325928272,7141.344838094711,2.32217390296221,0.5474402321371254,0.983241900523651,7097.103503131866
2.7245886356844418,0.7597344804314053,1.2294868846866005,7141.344838094711,2.326616050474773,0.6123278750654474,0.9668584319379597,7097.103503131866
2.7245886356844418,0.7293290942830115,1.1696950754635829,7141.344838094711,2.326616050474773,0.5579202969830271,1.0224466951895212,7097.103503131866
2.8334126331320504,0.8135430336415567,1.182543411948895,7141.344838094711,2.342738586694481,0.582512898888375,0.9976815690303248,7097.103503131866
2.8334126331320504,0.6891342041001514,1.1954889351081603,7141.344838094711,2.342738586694481,0.6806361508647608,0.9999145837885391,7097.103503131866
2.8334126331320504,0.6746947342786143,1.2071379921524517,7141.344838094711,2.41569162775296,0.7083085372337606,1.0272460570752389,7097.103503131866
2.9304062540469062,0.7867664281978215,1.2288284295850243,7141.344838094711,2.5024688122418888,0.6776591311884129,1.058015632218028,7097.103503131866
2.942908589919331,0.9037012730124074,1.2659805873509284,7141.344838094711,2.5845024044543603,0.6911807270109633,1.1315888209574083,7097.103503131866
2.942908589919331,0.7966100970824523,1.2889829685702021,7141.344838094711,2.5845024044543603,0.7404859641296766,1.0974353986699186,7097.103503131866
