Best Fitness (Random Search),Mean Fitness (Random Search),Std Fitness (Random Search),Execution Time (Random Search),Best Fitness (Random Search Bridge),Mean Fitness (Random Search Bridge),Std Fitness (Random Search Bridge),Execution Time (Random Search Bridge)
0.14271537359114292,-0.025309858571670434,0.48669779193192975,174.91858382225035,0.013985516940447274,-0.0890702985714149,0.5112080266057302,181.05736966133117
-0.017606397039603483,-0.025172296758597813,0.4830704622207233,174.91858382225035,-0.8086229351600618,-0.10191945279621217,0.5491419276394615,181.05736966133117
-0.22930012985102807,-0.028753486812850976,0.48604078834855446,174.91858382225035,0.21821964714098838,-0.09630297735871743,0.5497843998827179,181.05736966133117
-0.07300823879075802,-0.029516499777987305,0.482255125556278,174.91858382225035,-0.11016318943950758,-0.09654194653252415,0.5456865710616492,181.05736966133117
0.26422521935661947,-0.024537826572316,0.48067286197013137,174.91858382225035,-0.08785564734168474,-0.09639472112250994,0.5465420373410289,181.05736966133117
0.003408004849808954,-0.024072062715280583,0.4795365251645232,174.91858382225035,-0.23188452967610393,-0.09865288459840316,0.5427361555767619,181.05736966133117
-0.46449771474924006,-0.031292155371574995,0.479409372172969,174.91858382225035,-0.18816346745753068,-0.10012027120265114,0.539808033382447,181.05736966133117
0.12655918183797468,-0.028746166061743555,0.48299365591213067,174.91858382225035,-0.3097407063966773,-0.1035012459638451,0.5368743249163936,181.05736966133117
-0.28962286084845035,-0.032887065978992866,0.48182869923744187,174.91858382225035,-0.03960338234663065,-0.10248699416039726,0.5350966727153342,181.05736966133117
-0.08052201923909982,-0.03363136212368204,0.4781980195382968,174.91858382225035,0.06754423910863623,-0.0998302561405686,0.53628830561653,181.05736966133117
0.12256840244613536,-0.031228288822607926,0.47644703505332703,174.91858382225035,-0.2205078309292118,-0.10168683421424005,0.5329865774645149,181.05736966133117
-0.17685539108596174,-0.03343476006902237,0.47466622456783975,174.91858382225035,0.03074570011742974,-0.0996802806637602,0.5293703639727642,181.05736966133117
0.31613546689329547,-0.028217293994957933,0.47524447429293903,174.91858382225035,-0.3563788150384771,-0.10351160207233807,0.5287609770350122,181.05736966133117
-0.3953179569793078,-0.03361583315649248,0.47625052901077247,174.91858382225035,-0.03242246774358017,-0.1024661736263269,0.5283851961248877,181.05736966133117
-0.3881468743585256,-0.03875396418840601,0.4780665891154798,174.91858382225035,-0.21248129689567047,-0.10406059570269421,0.5263647471084728,181.05736966133117
-0.24757717001964355,-0.04173715284313797,0.4759131414206381,174.91858382225035,-0.08641704281173526,-0.10380854494710909,0.5235240962295682,181.05736966133117
0.09168675934701645,-0.03985794281229072,0.4745847546974786,174.91858382225035,-0.25791689925501743,-0.10597908514862893,0.5250991249047361,181.05736966133117
-0.3556451032811747,-0.04424387559658079,0.4732690763097202,174.91858382225035,0.03688649577604217,-0.10399484096911962,0.5241693980328913,181.05736966133117
-0.04811502991798876,-0.04429690510783295,0.4709586544995483,174.91858382225035,-0.30292818979744396,-0.10671995533663088,0.5231672184386954,181.05736966133117
-0.39163085707050566,-0.04899060716138258,0.47232865466245777,174.91858382225035,-0.15767985225363987,-0.10740860259226614,0.5223269706894746,181.05736966133117
0.22154305379105305,-0.045383491682016774,0.4710072535892387,174.91858382225035,-0.1263892259782912,-0.10766167757074649,0.5205980921536697,181.05736966133117
-0.3060889662597942,-0.04881382687382963,0.4699431880668869,174.91858382225035,-0.14384654710368375,-0.10813779427512724,0.5177187708893618,181.05736966133117
-0.3654725812369679,-0.052926278229195066,0.46926543625306183,174.91858382225035,-0.08795323101967865,-0.10787565708999156,0.5218221100722585,181.05736966133117
-0.15368452006234407,-0.05421805056038929,0.4700517521649815,174.91858382225035,0.06255962438360776,-0.10569058937879157,0.5202346176588236,181.05736966133117
0.19722984672063845,-0.05103516578468008,0.47158682069675456,174.91858382225035,0.33169569699470236,-0.100154054108241,0.5210603786114187,181.05736966133117
-0.6081220820753567,-0.057998752238313536,0.4914468855210976,174.91858382225035,-0.6798919413468366,-0.10740077769872344,0.5435687263202347,181.05736966133117
-0.5070972807871761,-0.06354317851669455,0.4919029722447508,174.91858382225035,0.08710711590152931,-0.10499944567896724,0.5408789499843384,181.05736966133117
-0.18803375131472227,-0.06506135623374368,0.493207339401516,174.91858382225035,-0.14446745527848467,-0.10548076286920524,0.5401828667913331,181.05736966133117
-0.31812672650298573,-0.06811033659843332,0.4918998307429548,174.91858382225035,-0.2748374341212375,-0.10752120469151889,0.5389755639321194,181.05736966133117
-0.12798109283450582,-0.06882308369648181,0.4896203956494311,174.91858382225035,0.12473215458288642,-0.10475628374777597,0.5483185571476803,181.05736966133117
0.473665205612428,-0.062440868528141694,0.49510798662034683,174.91858382225035,0.02574337120697876,-0.10322099368948474,0.5490748346984471,181.05736966133117
0.22666227288440544,-0.059079204093112084,0.4936205294054764,174.91858382225035,0.41113631235531256,-0.0972400947819871,0.5576519640390949,181.05736966133117
-0.6493346256032165,-0.06586374916794087,0.5072009924538938,174.91858382225035,0.03733809049552209,-0.09569321908914218,0.5560554103190949,181.05736966133117
-0.09483945690043599,-0.06619301857399193,0.5050250321688601,174.91858382225035,0.07962119543222768,-0.09370100983321752,0.5539193874248715,181.05736966133117
0.006091435221450159,-0.06538083369988586,0.5034451279300168,174.91858382225035,-0.36713324831511357,-0.09677328217571074,0.5530230878499219,181.05736966133117
0.0935877900789472,-0.0636145156578988,0.503556555096867,174.91858382225035,-0.17267322531266835,-0.09761661487723249,0.5507471326079243,181.05736966133117
-0.12555533106060973,-0.06429518395902752,0.5028919551618217,174.91858382225035,0.1678995205218629,-0.09469885514757209,0.5497662632733368,181.05736966133117
0.4962914702881376,-0.05820185076068877,0.5047698984476028,174.91858382225035,0.010738738833999084,-0.09355279434342459,0.5484749590282603,181.05736966133117
-0.21560109685956902,-0.05989431577250468,0.5061532850912359,174.91858382225035,-0.190321398117519,-0.09459331696465141,0.5469311909950234,181.05736966133117
0.22998722014329154,-0.05681046964574088,0.5052165037842065,174.91858382225035,0.16863657981492794,-0.0917929989138048,0.546896070925639,181.05736966133117
-0.0353204834989692,-0.05658425926524855,0.5073707352896631,174.91858382225035,0.2046058417247675,-0.08867301111760931,0.5486699843035705,181.05736966133117
-0.012816137698328168,-0.0561283413322598,0.5050103217692649,174.91858382225035,-0.4477956378387846,-0.09241387181262155,0.5480732073594552,181.05736966133117
-0.006762249474410254,-0.05561941255022011,0.5027109477542314,174.91858382225035,-0.6014017435927183,-0.09766116945983903,0.550092718954747,181.05736966133117
-0.056914020321690996,-0.05563262283360247,0.5018647668700267,174.91858382225035,-0.07801338030592285,-0.09746068181541133,0.5482604208885307,181.05736966133117
-0.24718025764279808,-0.057567447427634755,0.5034016274831643,174.91858382225035,-0.05395934977404817,-0.09702127442105413,0.5477808949523199,181.05736966133117
-0.11744684360509594,-0.05816624138940936,0.5019732285569913,174.91858382225035,0.04842107140606296,-0.09556685096278296,0.5481534346862975,181.05736966133117
