Best Fitness (Random Search),Mean Fitness (Random Search),Std Fitness (Random Search),Execution Time (Random Search),Best Fitness (Random Search Bridge),Mean Fitness (Random Search Bridge),Std Fitness (Random Search Bridge),Execution Time (Random Search Bridge)
-0.036006807848653274,-0.036006807848653274,0.0,174.91858382225035,0.33373634163407107,0.33373634163407107,0.0,181.05736966133117
0.01564035425652085,-0.010183226796066213,0.20582565698673427,174.91858382225035,-0.13000275100560618,0.10186679531423246,0.3790802007639254,181.05736966133117
0.21626750000986322,0.06530034880591029,0.21603925507487656,174.91858382225035,-0.5755559391177906,-0.1239407828297752,0.6479247368604512,181.05736966133117
-0.18788369352563478,0.002004338223024016,0.27088499173595937,174.91858382225035,-0.07809997706382873,-0.11248058138828858,0.5993501868097904,181.05736966133117
-0.016882787206295723,-0.0017730868628399344,0.3083503935121129,174.91858382225035,-0.22352906428153635,-0.13469027796693817,0.5569350239159677,181.05736966133117
-0.3747890885261714,-0.06394242047339516,0.32555718701150227,174.91858382225035,-0.09965692854588819,-0.12885138639676316,0.5790657114316565,181.05736966133117
0.11181517438134303,-0.038834192637003995,0.3153995840267191,174.91858382225035,0.39732627275209137,-0.053683149375498215,0.6299998150851656,181.05736966133117
-0.46643790939305596,-0.0922846572315105,0.3584299968889466,174.91858382225035,-0.20468901327913364,-0.07255888236345266,0.5981345798202679,181.05736966133117
-0.07994890376361845,-0.09091401795730025,0.3551922837987183,174.91858382225035,-0.3070339196575858,-0.09861166428502302,0.5875642702500414,181.05736966133117
0.2870853187886719,-0.053114084282703054,0.3848478084636734,174.91858382225035,-0.11905333543954658,-0.10065583140047536,0.5650822140970595,181.05736966133117
-0.55677119159306,-0.09890109403819006,0.4188959381838432,174.91858382225035,0.08232510432371323,-0.0840212008800946,0.5615218523344522,181.05736966133117
-0.15978728074097343,-0.10397494293008866,0.4270565675757175,174.91858382225035,-0.30579105657674177,-0.10250202218814852,0.5462279045610042,181.05736966133117
-0.37216378882397405,-0.12460485415269522,0.44663640955313755,174.91858382225035,-0.1203120053963953,-0.10387202089647518,0.5345444187918248,181.05736966133117
0.014722838480344336,-0.11465287610747812,0.44121959258951826,174.91858382225035,-0.17887041730862588,-0.10922904921162882,0.5330795649439936,181.05736966133117
-0.1701659954940772,-0.11835375073325138,0.42961552992050667,174.91858382225035,-0.17587089098749642,-0.11367183866335333,0.5214442232541672,181.05736966133117
-0.20622972609297746,-0.12384599919323427,0.43495814582683207,174.91858382225035,-0.03454447513210716,-0.10872637844265043,0.5101351415144055,181.05736966133117
-0.11576504230422704,-0.12337064878799855,0.4406082830209086,174.91858382225035,-0.2194321024011437,-0.11523847985197358,0.4976816440494683,181.05736966133117
0.20239124244503456,-0.10527276594171893,0.43807198746077197,174.91858382225035,0.10436761304531927,-0.10303814135767952,0.4968382956307781,181.05736966133117
-0.09001766659243511,-0.10446986597596715,0.4501595492308487,174.91858382225035,-0.31700841115453315,-0.11429973450488233,0.4912456180609827,181.05736966133117
-0.012576120146483872,-0.099875178684493,0.442309730825325,174.91858382225035,-0.48091145819126097,-0.13263032068920128,0.49159923318442444,181.05736966133117
0.13285802537275782,-0.08879264515795723,0.4346366774666929,174.91858382225035,0.18066552558836393,-0.11771147086646008,0.48765817950803114,181.05736966133117
0.11292477606909324,-0.07962367146581859,0.43572217068007957,174.91858382225035,-0.14754091197784205,-0.11906735455334108,0.5730346144751086,181.05736966133117
-0.07567147802922972,-0.07945183696857558,0.4303565045167228,174.91858382225035,-0.17333409365055205,-0.12142677799235024,0.5638255413293913,181.05736966133117
0.16873485281552503,-0.06911072489423806,0.4277880528174206,174.91858382225035,-0.3914619407001601,-0.13267824310517565,0.5603567174394397,181.05736966133117
-0.5353943168114496,-0.08776206857092653,0.4804870429691138,174.91858382225035,-0.352895836413051,-0.14148694683749066,0.5668942298106063,181.05736966133117
-0.2710745691807174,-0.09481254936361079,0.4945139252142643,174.91858382225035,-0.07688438762629962,-0.13900223302167564,0.5607384264560806,181.05736966133117
0.3350088374832893,-0.07889323873965153,0.504562262398092,174.91858382225035,-0.008393915695530713,-0.13416488793552211,0.5716513652233581,181.05736966133117
0.39949486485140673,-0.06180794932568516,0.5163394513748669,174.91858382225035,0.04194185584586742,-0.1278753613719011,0.5641785963722431,181.05736966133117
0.2936552270562709,-0.049550598415962537,0.5150285590787744,174.91858382225035,-0.3922052373516213,-0.13699018468154658,0.5599817266947603,181.05736966133117
-0.21453009599123662,-0.055049915001805005,0.5173399455512352,174.91858382225035,-0.18912022443367224,-0.1387278526732841,0.5546699862330609,181.05736966133117
0.18844187641484197,-0.047195341085138974,0.5128161195319307,174.91858382225035,-0.04080725443555906,-0.1355691236978736,0.5504166635894017,181.05736966133117
-0.16912988649489405,-0.051005795629193815,0.5116270847948761,174.91858382225035,0.02977389914055002,-0.1304021542341729,0.5431900990427363,181.05736966133117
0.2479499541406219,-0.041946530484653945,0.5071338543173393,174.91858382225035,0.14443184010921298,-0.1220738513752824,0.5392751830812779,181.05736966133117
0.047533106140045536,-0.039314776466280434,0.500289398078659,174.91858382225035,0.0888878649435499,-0.1158690950129638,0.5369096074023892,181.05736966133117
0.4835051978588941,-0.024377062914132587,0.5112230124308753,174.91858382225035,-0.029237574841292156,-0.1133939087223446,0.5367332540948653,181.05736966133117
-0.08337519007978185,-0.026015899779845066,0.5059949676297971,174.91858382225035,0.08679549278981244,-0.1078330920136736,0.5323062521116396,181.05736966133117
0.10251064747081151,-0.022542209313611096,0.504258314728367,174.91858382225035,0.20394356497117436,-0.09940669587894797,0.5392030668365579,181.05736966133117
0.03697182143227843,-0.020976050609771903,0.5020995755677429,174.91858382225035,0.17519265529998423,-0.0921803971637129,0.5381616609284317,181.05736966133117
-0.23595254814493777,-0.02648826849528898,0.5026035576740023,174.91858382225035,-0.33820961711922515,-0.09848883870103373,0.5362628656867303,181.05736966133117
0.03505101679590539,-0.024949786363009128,0.49757306084807673,174.91858382225035,0.03559054716864153,-0.09513685405429186,0.538399207740915,181.05736966133117
-0.07113509066777635,-0.02607625719971076,0.49588904909509707,174.91858382225035,0.1463914760783389,-0.08924591917300817,0.5354096268583901,181.05736966133117
-0.3764883763601433,-0.03441940289400678,0.4962409337161159,174.91858382225035,0.13824906375873827,-0.08382937196034754,0.5344862053398103,181.05736966133117
-0.18637234053415513,-0.03795319214145208,0.49563292876907655,174.91858382225035,-0.10961036174538455,-0.08442892986232516,0.5309904274966865,181.05736966133117
0.23373739868440543,-0.03177840598631897,0.4951851350770785,174.91858382225035,-0.003721544593596038,-0.08259467110621767,0.5290245719802972,181.05736966133117
0.07413368128953035,-0.029424804046855647,0.4920351412094437,174.91858382225035,-0.37855826567695383,-0.08917163987445624,0.5310767653114249,181.05736966133117
0.004550938125769533,-0.0286862009561464,0.492646614603534,174.91858382225035,0.27678798429270646,-0.08121599587082227,0.5352112431033923,181.05736966133117
0.03146700505758581,-0.027406345509045714,0.48780180229624914,174.91858382225035,-0.16712879163691863,-0.08304392769563283,0.5303604391852684,181.05736966133117
0.28443873701597444,-0.02090957295644113,0.48536310986284,174.91858382225035,-0.33530916704526126,-0.08829945351541676,0.52861707365784,181.05736966133117
0.12970378074943104,-0.01783583104407639,0.4830938631150595,174.91858382225035,-0.08422292820363671,-0.08821625912129881,0.5265519039508221,181.05736966133117
0.386578283972136,-0.009747548743752143,0.4917903226695244,174.91858382225035,-0.14322077077864467,-0.08931634935444573,0.5218544232754923,181.05736966133117
-0.09163475719605435,-0.011353180282032582,0.48967173077049386,174.91858382225035,-0.22983859028662762,-0.09207168741193948,0.5242325611483845,181.05736966133117
-0.3849085423498805,-0.018536937244875807,0.49249049613338747,174.91858382225035,-0.08187972653047307,-0.09187568816421897,0.5213512720131794,181.05736966133117
-0.3394390629627544,-0.024591694333892383,0.4916233038770141,174.91858382225035,-0.008255927577424294,-0.09029795683239265,0.5193803357046106,181.05736966133117
-0.2313977953367205,-0.028421436945055868,0.4891313673331286,174.91858382225035,-0.1270602262514557,-0.09097873959941236,0.5149780511334802,181.05736966133117
