Number of Generations,Best Fitness (Genetic Algorithm High Generation Count),Mean Fitness (Genetic Algorithm High Generation Count),Std Fitness (Genetic Algorithm High Generation Count),Execution Time (Genetic Algorithm High Generation Count),Best Fitness (Genetic Algorithm High Generation Count Bridge),Mean Fitness (Genetic Algorithm High Generation Count Bridge),Std Fitness (Genetic Algorithm High Generation Count Bridge),Execution Time (Genetic Algorithm High Generation Count Bridge)
171,6.210530078199016,3.888911689113524,2.1936609709936286,6768.258715724945,5.99483697882278,3.3463638248000493,2.168507127262021,7029.968084859848
172,6.210530078199016,4.343994779880751,1.7369883047832402,6768.258715724945,6.010489429656,3.519669781811674,2.034548570172618,7029.968084859848
173,6.210530078199016,3.9255472988299767,2.2640985835936287,6768.258715724945,6.010489429656,3.376453839027261,2.0122118720593773,7029.968084859848
174,6.215397843142635,4.174688872164739,2.1087706471297767,6768.258715724945,6.010489429656,3.6409173894757685,1.9108721026315671,7029.968084859848
175,6.215397843142635,3.963989418447022,2.099485464346393,6768.258715724945,6.010489429656,3.8462382497723056,1.9704852135834436,7029.968084859848
176,6.215397843142635,4.0638497899721395,2.122672783808359,6768.258715724945,6.010489429656,3.7049710233600264,2.035856137183913,7029.968084859848
177,6.215397843142635,4.183120203497632,2.0477749692979983,6768.258715724945,6.010489429656,3.5395398726060208,2.108864753095341,7029.968084859848
178,6.215397843142635,4.1794831490285596,2.0206742266999598,6768.258715724945,6.010489429656,3.6163181132241915,1.809383409559435,7029.968084859848
179,6.215397843142635,4.28388368569405,2.0474220397924188,6768.258715724945,6.010489429656,3.9220198795587122,1.8788567818918267,7029.968084859848
180,6.21625175599353,3.8664972417725907,2.0648977814492033,6768.258715724945,6.010489429656,3.5066324861085247,1.9895454930450007,7029.968084859848
181,6.21625175599353,4.196755697108313,1.9286226950898686,6768.258715724945,6.010489429656,3.5317836358316645,2.004877840553051,7029.968084859848
182,6.21625175599353,4.251346428871895,2.089738277897324,6768.258715724945,6.010489429656,3.6060673639448337,2.0277611177111075,7029.968084859848
183,6.21625175599353,4.330877660441521,2.0235583063762523,6768.258715724945,6.010489429656,3.468133531970122,2.024178443739964,7029.968084859848
184,6.21625175599353,4.41936345604197,1.9845072806539825,6768.258715724945,6.010489429656,3.5443671934232106,2.1112357294719826,7029.968084859848
185,6.21625175599353,3.952127119652341,2.0419015616677862,6768.258715724945,6.010489429656,3.7491145526720215,1.9169548981526716,7029.968084859848
186,6.21625175599353,3.902795999712667,2.0073874324581666,6768.258715724945,6.010489429656,3.802672973397977,1.9482633563765304,7029.968084859848
187,6.21625175599353,4.206879546908027,1.8696141218839988,6768.258715724945,6.010489429656,3.4717581430142204,2.0119063578121352,7029.968084859848
188,6.21625175599353,3.9593446699890613,2.0836956348640685,6768.258715724945,6.010489429656,3.5703168865795716,1.9656323991130336,7029.968084859848
189,6.21625175599353,3.523341433054798,2.2991896886573917,6768.258715724945,6.011036315411553,3.7444656639674347,1.8406341652469025,7029.968084859848
190,6.21625175599353,4.139999808903455,1.7916212345851292,6768.258715724945,6.011036315411553,3.198013570749854,2.1028103634697075,7029.968084859848
191,6.21625175599353,4.122217286069409,2.0159517599433046,6768.258715724945,6.011036315411553,2.9874149739335345,2.2917154077857598,7029.968084859848
192,6.21625175599353,3.968846175495174,2.1624278024769232,6768.258715724945,6.011036315411553,3.2772283974959167,2.137424474296785,7029.968084859848
