Generation,Reward,Best Controller Weights,Best Structure,Best Fitness,Mean Fitness,Std Fitness,Execution Time
0,0.14340841591596898,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.14340841591596898,0.0035852103978992246,0.02238963175871778,3210.9832236766815
1,0.15990473116357307,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.15990473116357307,0.007582828676988551,0.033104201083185694,3210.9832236766815
2,0.1626462945781849,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.1626462945781849,0.02839913400276542,0.054999697991772664,3210.9832236766815
3,0.1689103955612522,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.1689103955612522,0.06286037788624022,0.0690187565147835,3210.9832236766815
4,0.17025247403118093,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.17025247403118093,0.07199387389714015,0.07225031446659487,3210.9832236766815
5,0.2301133612642664,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.2301133612642664,0.07741670329187923,0.07560006003839244,3210.9832236766815
6,0.6279299889409831,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.6279299889409831,0.08364721989270463,0.11660706606418657,3210.9832236766815
7,0.6834437226132696,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.6834437226132696,0.12668028452489635,0.16210145389881325,3210.9832236766815
8,0.6834437226132696,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.6834437226132696,0.15747316999234248,0.18330106862000906,3210.9832236766815
9,0.6834437226132696,"[array([[-0.44580794, -1.33647741,  1.24126456, ..., -2.64963096,
         0.44378301, -0.01554517],
       [-0.49455374,  1.84829035,  0.61453439, ..., -0.23827325,
        -0.10325576,  1.7377335 ],
       [-0.62608041,  0.0079139 , -0.23720346, ...,  1.02813878,
        -1.35817533, -0.01214622],
       ...,
       [-1.10065538,  1.13430328,  0.98963155, ..., -1.22133884,
         0.09410875, -2.1165853 ],
       [ 0.31563549, -1.12244641,  0.52362335, ..., -0.46205341,
         0.04160237,  0.16846971],
       [-0.34988835,  2.68689202, -0.94196094, ..., -1.39200288,
         0.40344627,  0.08615371]]), array([-0.91464405, -0.64714221,  1.04505247,  1.62781917, -1.43034971,
        1.2779786 ,  0.85451373,  0.99487533,  0.74078738, -1.633752  ,
        0.82682487, -1.684089  ,  0.22981879, -0.92837722,  0.50178683,
        0.31912493]), array([[-0.45727818,  0.51986083,  0.57802097,  0.16366784, -1.07090249,
         1.47824269, -0.20121566,  0.59686538, -1.96761498,  1.74742162,
        -0.88711101, -0.77223463,  1.80040471,  0.15135566,  2.14253579,
         0.44147304],
       [ 2.95483361,  0.93413268, -0.03636339,  0.09490041, -0.88202754,
         0.76626881,  0.39601918,  0.0528869 ,  0.35545483,  0.6118308 ,
         0.29701735, -0.72419617, -1.04173413, -0.5120713 , -0.54349958,
        -0.58782952],
       [-0.8158199 , -1.89407761,  1.19110972, -0.31495924, -0.2772821 ,
         0.23722068, -0.95366724, -0.44910076,  1.48473573,  0.48025105,
         0.83739486,  0.38902624, -0.76814596,  2.00195042, -0.66538306,
        -1.11381317],
       [-2.2375707 ,  0.8209507 ,  2.51458633,  1.95572751, -1.08521191,
        -0.54898442, -0.46370523, -0.9828989 , -1.15876387, -1.87495934,
        -1.36011972, -1.1362999 ,  1.00628219,  2.21130945,  0.2533933 ,
        -1.06706844],
       [ 0.72513855,  0.30273177, -1.02953461, -0.78492025, -1.5398621 ,
        -0.75164371,  0.17521855, -0.54032642, -0.57640395,  1.15243199,
        -1.19509328, -0.3867558 ,  0.21854071, -1.24225509,  3.15874591,
        -0.12478811]]), array([ 0.98414985, -0.97894002, -1.47395406, -0.39714853, -0.7157777 ])]","[[1.0, 2.0, 4.0, 1.0, 2.0], [4.0, 2.0, 1.0, 0.0, 4.0], [0.0, 0.0, 1.0, 1.0, 0.0], [4.0, 1.0, 2.0, 4.0, 2.0], [0.0, 2.0, 1.0, 0.0, 0.0]]",0.6834437226132696,0.21940470473914905,0.242051990887057,3210.9832236766815
