Generation,Mean Best Fitness,Mean Fitness,Std Fitness,Mean Execution Time
0,0.028681683183193796,-0.018128788702920885,0.12217010186661555,2257.036775922775
1,0.031980946232714615,-0.017724935851864885,0.12678397911527162,2257.036775922775
2,0.03252925891563698,0.005679826800553084,0.010999939598354533,2257.036775922775
3,0.03378207911225044,0.011617856220744138,0.019762849274356602,2257.036775922775
4,0.03405049480623619,0.014294428827918907,0.015101703151634425,2257.036775922775
5,0.04602267225285328,-0.003133193392904468,0.1313802298950397,2257.036775922775
6,0.12558599778819662,0.01650291129127196,0.02473610939140382,2257.036775922775
7,0.13668874452265392,0.025328725481355636,0.03246607550561767,2257.036775922775
8,0.13668874452265392,0.031494633998468496,0.036660213724001814,2257.036775922775
9,0.13668874452265392,0.04388094094782981,0.0484103981774114,2257.036775922775
10,0.1465376845268652,0.0521378189128114,0.05689767804082034,2257.036775922775
11,0.14845713408434702,0.0600938748222295,0.06384108723336246,2257.036775922775
12,0.14845713408434702,0.05722304506280833,0.06469263747394072,2257.036775922775
13,0.16541857296371779,0.019213434573001835,0.2250416069570654,2257.036775922775
14,0.170114084846649,0.07277297381962469,0.0727798351043011,2257.036775922775
15,0.17091620640230104,0.05429591303521501,0.07600858910251962,2257.036775922775
16,0.17137046366752567,0.06857063222722828,0.07794042684374206,2257.036775922775
17,0.19792955628040365,0.011655213157023364,0.3139849787508324,2257.036775922775
18,0.20467879585367355,0.07433040576965062,0.19623360263777428,2257.036775922775
19,0.21148459721742655,0.10213534046005976,0.08581618767559367,2257.036775922775
20,0.27162464375900264,0.08752018512533385,0.09996109996409916,2257.036775922775
21,0.27473674873813125,0.09169779248288697,0.10633687541918344,2257.036775922775
22,0.2939347229105825,0.08842162786729658,0.1133195254901173,2257.036775922775
23,0.2954192744518463,0.09023117034347072,0.12111970848154403,2257.036775922775
24,0.35306613481470067,0.12584985432661733,0.13799321510241264,2257.036775922775
25,0.4756095626365573,0.13118886279577313,0.16032485174653358,2257.036775922775
26,0.5412112020865332,0.14119950001719955,0.17692789983601198,2257.036775922775
27,0.5490212092429878,0.1560404504847992,0.2950480027230089,2257.036775922775
28,0.6747891387910355,0.20876969992331068,0.224574023348584,2257.036775922775
29,0.6796265952974981,0.1947213087161725,0.25049639095823556,2257.036775922775
30,0.7677611783597934,0.19657351308081414,0.3552975939521275,2257.036775922775
31,0.8169854360388337,0.2601626335090625,0.30534487778620734,2257.036775922775
32,0.8399848500505485,0.2716051895099588,0.3389997594188245,2257.036775922775
33,0.8520410699692903,0.33126287428225665,0.4315647757145172,2257.036775922775
34,0.9055366118529176,0.3957571221262059,0.39138884059966716,2257.036775922775
35,0.9219168561938822,0.3493806476291509,0.5079687412939011,2257.036775922775
36,0.9219168561938822,0.39210463023529074,0.41319048241244927,2257.036775922775
37,0.9519163268080473,0.36118972389577053,0.48445760328667725,2257.036775922775
